meta_id,meta_source,meta_created,meta_updated,id,documents,approval_type,supplement_number,action_date,fda_application_num,notes
7b4fb39cd3ba47e7b7d23cf36d44da61,,2016-07-26T17:16:59.424572+00:00,2016-07-26T17:16:59.424572+00:00,NDA021085-015,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/021085s014lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21085slr014se1-015slr017,21277slr006se1-007slr009ltr.pdf""]}]",New or Modified Indication,15,2003-02-28,NDA021085,
b436689d44e1402c8ae135904c4e9736,,2016-07-26T17:17:24.348056+00:00,2016-07-26T17:17:24.348056+00:00,NDA021184-001,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2001/21184s1lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2001/21184s1ltr.pdf""]}, {""name"": ""Approval Letter(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-184S001_Tazorac_Approv.pdf""]}, {""name"": ""Printed Labeling"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-184S001_Tazorac_prntlbl.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-184S001_Tazorac_medr_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-184S001_Tazorac_medr_P2.pdf""]}, {""name"": ""Chemistry Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-184S001_Tazorac_chemr.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-184S001_Tazorac_pharmr_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-184S001_Tazorac_pharmr_P2.pdf""]}, {""name"": ""Statistical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-184S001_Tazorac_statr.pdf""]}, {""name"": ""Clinical Pharmacology Biopharmaceutics Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-184S001_Tazorac_biopharmr.pdf""]}, {""name"": ""Administrative Document(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-184S001_Tazorac_admindocs.pdf""]}, {""name"": ""Correspondence"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-184S001_Tazorac_corres.pdf""]}]",New or Modified Indication,1,2001-10-11,NDA021184,
af7fd7616e8a498db558ca6a9496f5ce,,2016-07-26T17:17:24.346524+00:00,2016-07-26T17:17:24.346524+00:00,NDA021184-002,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/21184s2lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/21184se1-002ltr.pdf""]}, {""name"": ""Approval Letter(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-184S002_Avage_Approv.pdf""]}, {""name"": ""Printed Labeling"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-184S002_Avage_Prntlbl.pdf""]}, {""name"": ""Medical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-184S002_Avage_Medr.pdf""]}, {""name"": ""Chemistry Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-184S002_Avage_Chemr.pdf""]}, {""name"": ""Pharmacology Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-184S002_Avage_Pharmr.pdf""]}, {""name"": ""Statistical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-184S002_Avage_Statr.pdf""]}, {""name"": ""Clinical Pharmacology Biopharmaceutics Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-184S002_Avage_BioPharmr.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-184S002_Avage_Admindocs_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-184S002_Avage_Admindocs_P2.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-184S002_Avage_Admindocs_P3.pdf""]}, {""name"": ""Correspondence"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-184S002_Avage_Corres.pdf""]}]",New or Modified Indication,2,2002-09-30,NDA021184,
9e5ada16b5d74d06954f1d97f51feedf,,2016-07-26T17:19:29.224939+00:00,2016-07-26T17:19:29.224939+00:00,NDA020394-004,"[{""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/020394 Orig1s004.pdf""]}]",New or Modified Indication,4,2000-10-27,NDA020394,Label is not available
8e77e47e429243ba9b16a5a8a7131c4c,,2016-07-26T17:19:35.262786+00:00,2016-07-26T17:19:35.262786+00:00,NDA020393-001,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/20393ltr.pdf""]}]",New or Modified Indication,1,1998-04-01,NDA020393,Label is not available
44b0c32a51714d25b566c11ff3fd5b92,,2016-07-26T17:19:29.229037+00:00,2016-07-26T17:19:29.229037+00:00,NDA020394-001,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/1998/20394s01ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/20394-S001_Atrovent.pdf""]}]",New or Modified Indication,1,1998-11-09,NDA020394,Label is not available
86b32e2cd27b44a2acd438ab4d05c8bd,,2016-07-26T17:22:31.362737+00:00,2016-07-26T17:22:31.362737+00:00,NDA018140-003,"[{""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/018140ap_s003.pdf""]}]",New or Modified Indication,3,1997-09-05,NDA018140,Label is not available
e100224ca7f64f8c8ebd3ef28b8daf42,,2016-07-26T17:25:09.698649+00:00,2016-07-26T17:25:09.698649+00:00,NDA020838-022,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/020838s022lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/020838s022ltr.pdf""]}]",New or Modified Indication,22,2005-05-18,NDA020838,
11c3a9b7a6d74c57865b2e14a3447d88,,2016-07-26T17:25:09.700275+00:00,2016-07-26T17:25:09.700275+00:00,NDA020838-024,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/20838s024lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/20838s024ltr.pdf""]}]",New or Modified Indication,24,2005-02-22,NDA020838,
1e664b71cccd485982d9fcb512ef7926,,2016-07-26T17:25:26.789535+00:00,2016-07-26T17:25:26.789535+00:00,NDA020114-005,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20114S5LTR.PDF""]}]",New or Modified Indication,5,2000-05-30,NDA020114,Label is not available
1515234fb70d47be825a040827a11d62,,2016-07-26T17:30:27.504768+00:00,2016-07-26T17:30:27.504768+00:00,NDA019651-005,"[{""name"": ""Approval Letter(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/019651s005ap_ltr.pdf""]}, {""name"": ""Approvable Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/019651s005ae_ltr.pdf""]}, {""name"": ""Medical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/019651s005morpages_1_25.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/019651s005morpages_26_50.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/019651s005morpages_51_63.pdf""]}, {""name"": ""Chemistry Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/019651s005cmc_rev.pdf""]}, {""name"": ""Environmental Assessment"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/019651s005ea_rev.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/019651s005pharmtoxpages_1_25.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/019651s005pharmtoxpages_26_50.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/019651s005pharmtoxpages_51_75.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/019651s005pharmtoxpages_76_100.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/019651s005pharmtoxpages_101_125.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/019651s005pharmtoxpages_126_150.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/p019651s005pharmtoxages_151_163.pdf""]}, {""name"": ""Statistical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/019651s005stat_revs.pdf""]}, {""name"": ""Administrative Document(s) & Correspondence"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/019651s005adm_doc__corr.pdf""]}]",New or Modified Indication,5,1997-08-19,NDA019651,Label is not available
e8cd0a0e0c334ee78dcdbb62bbeac882,,2016-07-26T17:31:00.305166+00:00,2016-07-26T17:31:00.305166+00:00,NDA020753-006,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/020753s006lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/020753s006ltr.pdf""]}]",New or Modified Indication,6,2005-10-05,NDA020753,
db9dd712598c48e3aa3e1df5422d13ca,,2016-07-26T17:31:16.569705+00:00,2016-07-26T17:31:16.569705+00:00,NDA021345-010,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/021345s010lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/021345s010ltr.pdf""]}]",New or Modified Indication,10,2005-05-26,NDA021345,
f618827a2f8845d896e0ee05a452218a,,2016-07-26T17:31:16.580799+00:00,2016-07-26T17:31:16.580799+00:00,NDA021345-004,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/21345se1-004,005_arixtra_lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/21345se1-004,005ltr.pdf""]}]",New or Modified Indication,4,2004-05-28,NDA021345,
8296c8cf13af47bd838121c40f70085d,,2016-07-26T17:31:16.579384+00:00,2016-07-26T17:31:16.579384+00:00,NDA021345-005,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2004/21345se1-004,005_arixtra_lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2004/21345se1-004,005ltr.pdf""]}]",New or Modified Indication,5,2004-05-28,NDA021345,
b63e11fe9eed4cd88c3cbb3abbac8f71,,2016-07-26T17:31:16.582219+00:00,2016-07-26T17:31:16.582219+00:00,NDA021345-002,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/21345se1-002_arixtra_lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/21345se1-002ltr.pdf""]}]",New or Modified Indication,2,2003-06-17,NDA021345,
770d89696fe2411bacd60760ddff8563,,2016-07-26T17:33:15.532134+00:00,2016-07-26T17:33:15.532134+00:00,NDA020541-006,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-541S006_Arimidex_prntlbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20541S06LTR.PDF""]}, {""name"": ""Approval Letter(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-541S006_Arimidex_Approv.pdf""]}, {""name"": ""Printed Labeling"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-541S006_Arimidex_prntlbl.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-541S006_Arimidex_medr_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-541S006_Arimidex_medr_P2.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-541S006_Arimidex_medr_P3.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-541S006_Arimidex_medr_P4.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-541S006_Arimidex_medr_P5.pdf""]}, {""name"": ""Chemistry Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-541S006_Arimidex_chemr.pdf""]}, {""name"": ""Statistical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-541S006_Arimidex_statr.pdf""]}, {""name"": ""Clinical Pharmacology Biopharmaceutics Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-541S006_Arimidex_biopharmr.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-541S006_Arimidex_admindocs_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-541S006_Arimidex_admindocs_P2.pdf""]}, {""name"": ""Correspondence"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20-541S006_Arimidex_corres.pdf""]}]",New or Modified Indication,6,2000-09-01,NDA020541,
8429e023a36748a592b5f586e5912823,,2016-07-26T17:33:15.528106+00:00,2016-07-26T17:33:15.528106+00:00,NDA020541-010,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/20541s10lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20541se1-010ltr.pdf""]}, {""name"": ""Approval Letter(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/20-541S010_Arimidex_Approv.pdf""]}, {""name"": ""Printed Labeling"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/20-541S010_Arimidex_prntlbl.pdf""]}, {""name"": ""Part 1"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/20-541S010_Arimidex_medr_P1.pdf"", ""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/20-541S010_Arimidex_medr_P2.pdf""]}, {""name"": ""Chemistry Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/20-541S010_Arimidex_chemr.pdf""]}, {""name"": ""Pharmacology Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/20-541S010_Arimidex_pharmr.pdf""]}, {""name"": ""Statistical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/20-541S010_Arimidex_statr.pdf""]}, {""name"": ""Clinical Pharmacology Biopharmaceutics Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/20-541S010_Arimidex_biopharmr.pdf""]}, {""name"": ""Administrative Document(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/20-541S010_Arimidex_admindocs.pdf""]}, {""name"": ""Correspondence"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/20-541S010_Arimidex_corres.pdf""]}]",New or Modified Indication,10,2002-09-05,NDA020541,
71eed87980224b59af85790041a5c439,,2016-07-26T17:36:47.801970+00:00,2016-07-26T17:36:47.801970+00:00,NDA021720-003,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020690s026,021720s003lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020690s026,021720s003LTR.pdf""]}]",New or Modified Indication,3,2006-10-13,NDA021720,
e9faa5de78bd4c0e961a0f1cf65e33e3,,2016-07-26T17:37:42.189087+00:00,2016-07-26T17:37:42.189087+00:00,NDA020905-006,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/20905slr007,20905se1-006_arava_lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2003/20905slr007,20905se1-006ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/020905_S006_ARAVA.pdf""]}]",New or Modified Indication,6,2003-06-13,NDA020905,
bb0ad589e5b64cf5bc4e64755a17fe6f,,2016-07-26T17:37:58.509858+00:00,2016-07-26T17:37:58.509858+00:00,NDA021719-001,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021719s001lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/021719s001ltr.pdf""]}]",New or Modified Indication,1,2006-10-13,NDA021719,
84dba3aab0fb406fada446200add98b7,,2016-07-26T17:38:09.728741+00:00,2016-07-26T17:38:09.728741+00:00,NDA020036-009,[],New or Modified Indication,9,1995-09-01,NDA020036,Label is not available
667cd42eeb934023bdce44092238e8e0,,2016-07-26T17:38:09.727518+00:00,2016-07-26T17:38:09.727518+00:00,NDA020036-011,[],New or Modified Indication,11,1996-07-16,NDA020036,Label is not available
e634b529944c4aebbe69bf731015dad4,,2016-07-26T17:38:09.732714+00:00,2016-07-26T17:38:09.732714+00:00,NDA020036-007,[],New or Modified Indication,7,1994-09-21,NDA020036,Label is not available
8f11223922044915ba58c4a8ddd9a67d,,2016-07-26T17:39:02.886826+00:00,2016-07-26T17:39:02.886826+00:00,NDA020883-004,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2002/20883s4lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2002/20883s4ltr.pdf""]}]",New or Modified Indication,4,2002-04-03,NDA020883,
5f9ced3dc3ee4bbf98719049ada2d402,,2016-07-26T17:39:05.312720+00:00,2016-07-26T17:39:05.312720+00:00,NDA020690-026,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/020690s026,021720s003lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2006/020690s026,021720s003LTR.pdf""]}]",New or Modified Indication,26,2006-10-13,NDA020690,
59b8df6f709c4b61b625166fb819119a,,2016-07-26T17:42:09.321155+00:00,2016-07-26T17:42:09.321155+00:00,NDA022108-007,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/022108s007lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/022108Orig1s007ltr.pdf""]}]",New or Modified Indication,7,2012-08-14,NDA022108,
3587262bc64b4df0b58754993bcacd2b,,2016-07-26T17:43:03.166500+00:00,2016-07-26T17:43:03.166500+00:00,NDA020696-001,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2000/20696s001ltr.pdf""]}]",New or Modified Indication,1,2000-12-08,NDA020696,Label is not available
922176c09a2441c89c72f8175ef2cadd,,2016-07-26T17:45:12.758589+00:00,2016-07-26T17:45:12.758589+00:00,NDA020873-011,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/020873s011lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/020873s011ltr.pdf""]}]",New or Modified Indication,11,2005-11-30,NDA020873,
00f538a4b24841c99aa2d14595b16d8f,,2016-07-26T17:45:12.761488+00:00,2016-07-26T17:45:12.761488+00:00,NDA020873-006,"[{""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2005/020873s006ltr.pdf""]}]",New or Modified Indication,6,2005-06-13,NDA020873,Label is not available
ae4388b3300c406280e8fe64b440092e,,2016-07-26T17:47:33.118946+00:00,2016-07-26T17:47:24.057957+00:00,NDA018164-036,[],New or Modified Indication,36,1987-09-30,NDA018164,Label is not available
a42209034baf43d8bab8b0c3a124a955,,2016-07-26T17:47:51.701829+00:00,2016-07-26T17:47:51.701829+00:00,NDA017858-035,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/017858s035lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2012/017858Orig1s035ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/017858Orig1s035MedR.pdf""]}]",New or Modified Indication,35,2012-08-13,NDA017858,
f5f40b6f73064732890f2eb7ec78e9fb,,2016-07-26T17:58:03.940291+00:00,2016-07-26T17:58:03.940291+00:00,NDA050542-011,"[{""name"": ""Approval Letter, Printed Labeling & Medical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/050542s005s010s011_amoxil_appltr_prntlbl_medr.pdf""]}, {""name"": ""Microbiology Review(s) & Administrative Document(s)/Correspondence"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/050542s005s010s011_amoxil_micror_admindocs_corres.pdf""]}]",New or Modified Indication,11,1998-02-27,NDA050542,Label is not available
4240ad2cab4c4a088baaeffaa9f08057,,2016-07-26T18:11:43.793831+00:00,2016-07-26T18:11:43.793831+00:00,NDA021908-011,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021908s011lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2013/021908Orig1s011ltr.pdf""]}, {""name"": ""Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/021908Orig1s011.pdf""]}]",New or Modified Indication,11,2013-04-19,NDA021908,
3b3b08ba506d4b19ac778b25ebbb22f9,,2016-07-26T18:11:43.798225+00:00,2016-07-26T18:11:43.798225+00:00,NDA021908-005,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/021908s005lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2008/021908se1-005ltr.pdf""]}, {""name"": ""Summary Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/summary_review/2008/021908se1-005_SUMR.pdf""]}, {""name"": ""Approval Letter(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021908s005Approv.pdf""]}, {""name"": ""Summary Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021908s005_sumR.pdf""]}, {""name"": ""Officer/Employee List"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021908s005_oelist.pdf""]}, {""name"": ""Cross Discipline Team Leader Review"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021908s005_CrossR.pdf""]}, {""name"": ""Printed Labeling"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021908s005Lbl.pdf""]}, {""name"": ""Medical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021908s005_MedR.pdf""]}, {""name"": ""Chemistry Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021908s005_ChemR.pdf""]}, {""name"": ""Pharmacology Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021908s005_PharmR.pdf""]}, {""name"": ""Statistical Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021908s005_StatR.pdf""]}, {""name"": ""Other Review(s)"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021908s005_OtherR.pdf""]}, {""name"": ""Administrative Document(s) & Correspondence"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/021908s005_admincorres.pdf""]}]",New or Modified Indication,5,2008-04-29,NDA021908,
dc45552369f54659820dadcdcc06cdf8,,2016-07-26T18:38:56.826500+00:00,2016-07-26T18:38:56.826500+00:00,NDA021774-003,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021774s003s004s005s007s008lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/021774s003,s004,s005,s007,s008ltr.pdf""]}]",New or Modified Indication,3,2007-12-20,NDA021774,
334065eeab1649a8838a945942198548,,2016-07-26T18:38:56.820360+00:00,2016-07-26T18:38:56.820360+00:00,NDA021774-008,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021774s003s004s005s007s008lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/021774s003,s004,s005,s007,s008ltr.pdf""]}]",New or Modified Indication,8,2007-12-20,NDA021774,
cc84a4d46026475abd80dc1675c0ee7c,,2016-07-26T18:38:56.823257+00:00,2016-07-26T18:38:56.823257+00:00,NDA021774-005,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021774s003s004s005s007s008lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/021774s003,s004,s005,s007,s008ltr.pdf""]}]",New or Modified Indication,5,2007-12-20,NDA021774,
47fdbd22a90146f787a79a2b81be1eb3,,2016-07-26T18:38:56.821856+00:00,2016-07-26T18:38:56.821856+00:00,NDA021774-007,"[{""name"": ""Label"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/label/2007/021774s003s004s005s007s008lbl.pdf""]}, {""name"": ""Letter"", ""urls"": [""http://www.accessdata.fda.gov/drugsatfda_docs/appletter/2007/021774s003,s004,s005,s007,s008ltr.pdf""]}]",New or Modified Indication,7,2007-12-20,NDA021774,
